Gen	t_n31	t_n32	t_n33	t_n34	t_n35	t_n36	t_n37	t_n38	t_n39	t_n40	t_n41	t_n42	t_n43	t_n44	t_n45	t_n46	t_n47	t_n48	t_n49	t_n50	t_n51	t_n52	t_n53	t_n54	t_n55	t_n56	t_n57	t_n58	t_n59	mu	sigma2
4685	38.4946089	27.3807294	22.6428335	17.6650879	13.4473802	12.9346505	18.7986792	32.2398225	20.0805778	17.8253263	8.9131058	6.2797454	28.6693721	28.3045621	20.4092056	19.1801305	10.0271483	7.1979279	18.6718722	15.5952259	27.6821637	26.8550626	26.4491053	13.3475983	19.4537403	8.3930154	13.6162461	13.6051600	27.0868078	0.0130280	0.0932549
4690	41.9064578	32.7959173	21.1701758	18.7900469	12.7358235	15.7501187	19.6599693	35.3527327	18.0546043	18.0006285	10.6192942	7.3729077	35.0353201	33.1596686	24.0056418	20.0415315	9.6823382	8.9146219	18.6718722	20.3258479	32.5233093	31.7791219	21.5650328	16.7567105	14.0327625	8.3930154	13.6375299	12.3818073	21.0152332	0.0133826	0.0932549
4695	43.2366664	31.8294817	22.9810295	18.2923691	15.1230725	17.1232460	19.6599693	37.1153522	24.0283535	13.5170620	16.6141786	7.0509945	32.1335707	29.5637387	27.0408556	26.5919944	11.2433023	7.8667295	15.6742062	15.4538573	27.9450762	26.5358700	24.0499434	13.5372325	17.4469072	8.3930154	13.5373729	12.1366394	18.8526450	0.0133826	0.0516029
4700	37.4994734	25.2364705	20.0436913	18.8706613	15.7702657	17.1232460	19.6599693	34.9135323	23.2644066	13.6363914	14.3055101	7.0509945	32.0190509	31.3909981	28.8504283	20.0917600	9.9704079	6.1055188	15.8065917	16.6157721	31.2900689	26.8250664	23.6753410	16.9664599	20.3308252	9.5825658	13.2621073	11.9792399	31.0654574	0.0133826	0.0696470
4705	37.4994734	27.5046234	24.3990087	16.0329849	14.8359064	14.9507821	17.6811183	36.6732106	19.3735836	12.9753029	13.1768967	7.0509945	31.4258204	30.4300623	25.9230867	18.5028693	9.3165219	8.8876015	16.6544970	20.5876514	30.2000920	25.8410078	21.9601522	13.6609020	18.2459158	6.9850144	13.4515426	10.9977656	29.1485393	0.0148791	0.0696470
4710	38.4296695	26.7656914	21.7502108	21.1922798	12.2127180	17.2615709	18.7550631	36.8412805	16.4742106	12.9753029	13.3263282	7.0509945	34.7739854	34.5478285	24.9130245	24.3472791	8.6239226	6.6735549	17.1902615	21.0712033	28.5705353	28.3216595	24.5581427	22.3171006	22.5982512	6.9850144	15.0143888	10.9977656	25.6535068	0.0148791	0.0973472
4715	37.7674972	26.5544963	23.7843774	22.3167777	14.4683038	17.2615709	16.4618488	37.4271667	27.3051674	12.9753029	13.8746974	8.8209579	31.5175869	30.9694770	30.2812410	22.8551528	9.8292892	8.5772353	19.9735128	15.6393957	30.7824492	28.4116335	23.3819642	14.6223358	22.4181966	8.6268575	12.8569857	10.1228767	28.8268545	0.0136344	0.0707057
4720	35.8030857	26.2006096	23.2219273	19.3282431	10.8162200	17.2615709	21.5563556	33.0176701	19.2718016	12.9753029	17.0454110	6.7302982	31.6046246	30.8752744	23.4119358	18.8775918	11.8273215	8.5772353	18.0112720	12.5349220	29.7438678	27.1291727	26.5187397	15.5416773	20.2264542	8.6268575	12.8596119	10.3663165	22.2784669	0.0136344	0.0500434
4725	41.4097293	27.4157308	23.3334975	22.3935245	10.8162200	19.5231826	21.5563556	37.3752551	19.3609576	17.5963308	7.7630952	6.7302982	32.2395440	30.4174321	26.1223034	21.1735879	11.2363898	10.6243813	14.1917190	15.4400687	28.8644103	25.3138550	23.9960010	16.5463353	20.1833284	8.6268575	12.7260389	12.4851839	27.0700618	0.0136344	0.0650923
4730	42.2926647	32.0686650	21.7786605	21.1248525	11.1466794	19.5231826	17.8983511	31.8561080	18.3271861	15.1485315	13.2097650	9.5947422	31.3130059	30.8571514	25.4599967	25.3988339	12.2210056	8.9426661	18.0602277	17.3144860	29.7580001	29.7104787	23.9040555	16.5463353	16.6013973	6.5514526	13.9054733	9.7553021	22.7222824	0.0145539	0.0722231
4735	50.9562261	30.1137541	25.4040712	21.3933845	16.2970055	19.5231826	21.9461243	38.5486082	18.6894142	15.1485315	13.2097650	10.7152531	36.8029912	36.0725650	26.2252898	21.8415221	9.6284150	8.7277715	18.0602277	15.5642814	35.7733275	31.8837436	24.0481344	16.5463353	19.4023803	10.2580865	16.0302641	12.9801203	21.2515600	0.0144736	0.0951251
4740	38.5936279	31.2196278	25.7136336	21.9187083	18.5367618	10.9867471	15.7424747	37.4875502	18.5831650	17.7442406	13.3965284	11.3091882	36.2877514	35.4495166	21.2464186	20.1335452	12.0653736	8.5526277	15.2912245	16.0076914	29.8583593	28.3818827	27.6936854	18.5863130	19.4782251	10.0485098	14.1809759	12.9801203	25.9611006	0.0148362	0.0462757
4745	38.5936279	26.7153874	23.4970775	21.1987332	16.7840835	20.9756216	20.8298762	38.3536690	20.2632968	16.0567009	12.2957301	6.2599999	35.4714964	32.9515601	28.3907052	24.7302710	10.5198209	7.5237549	22.4811488	16.0076914	28.9244647	26.1979251	23.3667251	19.2448226	19.8357493	7.3755640	17.6960805	13.4646817	25.9696090	0.0138410	0.0915826
4750	48.7036000	27.9138705	26.7763769	21.8726863	12.2303213	14.8920289	16.5396080	36.2825593	18.5703198	15.2078207	13.5521814	6.2599999	33.7087555	30.8844820	29.2432592	20.9630629	12.1212106	6.2543877	19.5843732	17.6693410	29.3797529	27.2622787	23.9370281	14.8098228	19.1812149	6.0125632	14.8111902	11.0329514	18.6207498	0.0138410	0.0630684
4755	44.7651857	27.9173248	24.7831061	19.7172280	12.2303213	16.3574097	24.4373004	38.3416133	18.1818412	15.2078207	11.1360920	8.9005760	37.5191657	34.1316023	24.5178805	19.3984810	12.1212106	7.1279944	17.3732242	13.5242642	30.4343325	26.0743870	24.1928346	18.3324834	21.2160064	7.1677803	13.5037840	11.0329514	16.7442195	0.0151706	0.0630684
4760	44.7651857	33.2180195	22.7887721	21.4976814	12.2465621	17.1662202	16.5949386	40.5827970	17.2726218	17.0574057	13.1288621	10.4024457	38.6515554	31.1986420	27.7687788	21.6501660	12.0968296	10.5040344	20.7887597	13.5242642	30.4285109	30.4090235	23.2272754	14.8435538	16.0629862	5.9349870	13.9658715	9.7809946	26.7167156	0.0143107	0.0395894
4765	39.8054772	27.0079596	23.7069135	20.1875398	14.8398692	16.4018466	22.7498660	34.6250823	18.8795575	17.0574057	11.7483429	7.5838757	33.7230885	30.4489627	24.7779219	22.2629650	12.0968296	9.4033612	20.7887597	14.4762422	29.9588416	26.5905826	23.1955614	18.1711848	19.4520728	9.2559981	16.0440716	13.9960272	26.8986625	0.0143763	0.0420134
4770	49.1688345	24.7059131	22.4018159	19.1868758	14.1008484	14.5134644	17.0402163	33.8150532	16.1475442	15.3503408	11.0947298	9.6305217	33.4168068	29.6005724	25.0863155	21.2849557	10.8261952	9.4033612	15.6259054	14.4762422	28.1020363	27.7788616	22.4004831	13.3183204	22.4139168	8.2036467	16.8970814	11.2357659	23.9155667	0.0145764	0.0299441
4775	36.1982491	32.8239969	24.0310774	18.3284128	14.1008484	14.5134644	17.0134064	35.6160592	18.3206202	15.3503408	12.4340963	7.6518502	35.5103795	31.8301217	20.7185275	20.3394248	10.8261952	8.9609318	16.2932873	16.4117560	30.0066831	29.1215041	23.1663694	17.9663538	18.7041758	8.2036467	18.2477562	13.3620434	20.7227439	0.0147186	0.0468945
4780	36.1982491	28.7667987	25.4487829	23.3714630	14.1008484	17.0142638	20.9564030	35.9595488	18.5522753	15.3503408	12.7122716	9.4028507	35.4566800	32.6390029	25.5386929	18.3596740	9.9354040	8.0499885	17.1892760	15.1866141	30.4561014	27.4586675	25.7470633	18.9275207	15.8352913	4.9542791	14.2845188	13.8026559	25.4222102	0.0150510	0.0446433
4785	39.4123167	28.5861093	21.9019779	20.0099406	16.0272653	17.0142638	20.9564030	35.9333995	21.1024149	12.0594033	12.9410673	7.9481059	35.1932460	34.6974268	22.3745521	20.5931489	9.9354040	8.9948464	19.7520799	15.1866141	32.3512614	28.4401531	23.6980832	13.8856292	20.5373832	9.3057610	13.2734381	12.6420720	25.4222102	0.0136536	0.0461282
4790	49.5973477	23.3550672	22.4443973	19.5194864	16.0272653	17.0142638	14.3870674	41.9751703	21.1024149	19.3220458	9.6322188	7.9481059	39.8097160	36.9348329	24.9150904	20.3593632	10.7052452	8.3894108	17.5918972	12.7486303	30.3855717	26.1834954	23.5249341	15.1628586	20.2383688	8.2672990	14.3544757	9.8122948	23.6071880	0.0145766	0.0484501
4795	41.6158552	37.7037960	24.6121875	19.4206906	15.8906279	17.0142638	21.5441509	38.5617211	23.7695557	14.4664173	13.0765079	7.9481059	32.5329657	31.0237364	25.1626032	22.1546816	10.3304311	8.2404178	17.9528732	18.5220279	29.7243439	25.9185411	23.5249341	14.3752801	23.5960543	8.2672990	14.3544757	9.8122948	22.8521314	0.0166625	0.1195689
4800	38.6023665	27.1458117	20.2400269	16.4631881	15.6855704	14.8124265	19.1389676	35.3415764	19.8200342	14.5262421	13.1289550	8.2297333	31.9151813	31.2947983	28.6795402	20.0118292	13.9700293	8.2404178	17.3423926	14.7225689	30.2840342	27.1667138	26.6387833	14.3752801	17.3603614	8.2672990	16.3038075	13.3269119	18.3004877	0.0157870	0.0557503
4805	38.6023665	27.1639826	23.4730277	22.1851259	15.6855704	16.7078715	19.1389676	38.3226727	17.5947460	14.5262421	14.8758739	10.7845088	31.5552194	29.7139313	27.7057426	21.2370964	8.3593533	8.2404178	17.2282576	19.0120751	29.0126703	25.7376017	20.6663911	14.4570568	16.6628536	8.2672990	14.1379249	8.8920860	26.9868050	0.0158764	0.0465268
4810	39.3748605	25.1175256	21.9912663	17.9915824	15.0655529	17.7975930	19.8682586	37.7397222	20.8729541	15.7233994	16.2856927	10.9212847	31.0811326	30.1692157	24.2551759	20.3853769	13.4866846	8.3664240	15.2533971	18.9782593	28.4725813	28.3198444	20.4579774	20.0575530	19.8467330	8.2672990	15.7752292	12.4817169	22.3319514	0.0171175	0.0392201
4815	42.7691735	24.6134864	21.0650651	18.7297516	13.7899662	17.8701542	14.8216086	35.3773874	20.8426871	14.1856909	13.3242350	10.9212847	33.5861978	32.3827981	29.3076974	23.8873830	9.9458560	8.3296714	17.0680011	13.3374380	27.0117768	23.8514502	21.9835261	19.2502817	14.6738100	8.2672990	14.0891167	12.4817169	26.3320560	0.0171175	0.0480105
4820	39.0240035	28.9064106	22.0573329	20.4778648	15.6264053	19.3525181	21.2880216	37.6736801	21.7717986	15.5556465	11.2925987	9.4336182	33.2317799	32.0908957	26.5561643	22.0407387	10.9387946	8.0437256	18.1426770	10.9466174	26.2226827	26.1232473	23.9536965	17.7935418	19.6970720	6.5099147	12.9737159	12.4817169	21.2816653	0.0190285	0.1166481
4825	39.0240035	28.4712154	22.6085901	20.7759918	12.2633237	15.1214918	21.2880216	36.4122960	23.3045734	15.5556465	12.9819685	7.6313681	34.3066082	30.9807174	26.0308292	21.3857818	11.0412312	9.7333148	18.8147460	12.9129285	30.2039855	27.0463844	23.2131529	15.3081578	20.2815252	10.1062145	14.4529211	13.1228782	22.3076070	0.0195965	0.0796728
4830	39.0240035	30.0261930	22.4318261	18.1685545	12.3361620	18.1256991	21.2880216	37.0372671	25.7591037	13.3901764	12.2920706	6.3392649	32.3390087	31.1355306	28.8813316	19.0246447	11.0412312	9.7333148	18.6019007	17.2488784	28.0603699	26.3582384	21.8198617	13.3223074	17.4741687	6.6102250	14.6288915	10.7068181	27.1868327	0.0211618	0.0803151
4835	39.5711018	27.9049972	24.2332407	23.7429786	11.6664809	14.7861939	18.7120706	37.0326873	25.7591037	13.3901764	12.2920706	6.7214919	36.0852763	35.7675966	23.9218532	22.4148540	11.0412312	9.7333148	15.8327303	17.2488784	34.2958971	26.5895255	22.9857817	13.3223074	18.2643474	7.0537972	12.5597563	12.2257837	22.5532397	0.0200928	0.0924527
4840	39.5711018	26.2130134	25.2976672	20.5884087	13.5781726	19.6023448	17.1075203	36.3868476	22.4106373	14.2618815	15.5755341	8.6331927	32.7274829	30.2477264	28.7725333	21.3569005	11.0412312	7.2683905	16.5753888	17.2488784	28.8196957	27.7122761	25.6241339	20.5077157	17.5453762	7.1986084	14.4096085	12.2257837	26.5313685	0.0193524	0.0805736
4845	39.5711018	34.7719970	25.9111113	22.3351819	13.5781726	15.5097282	23.0789196	38.2479345	15.0161853	14.2618815	11.5171161	8.6331927	32.1609466	31.7880375	21.4691163	18.7900977	11.0412312	9.5340568	17.1122215	14.8986188	30.5666434	27.1661863	20.2037250	15.9052271	16.7838372	7.1986084	12.5315848	12.2257837	26.5313685	0.0209371	0.1034564
4850	39.5711018	35.4586298	26.1272670	24.5495468	13.5781726	18.1634862	16.4151710	33.9882909	22.6695538	14.4110014	16.3969716	8.6331927	30.6191621	29.4174481	20.3476123	19.4276137	10.9630728	6.6574651	17.1122215	14.2520298	27.4447494	25.7395038	24.6205391	16.6678184	15.4132665	7.1986084	12.1638520	8.8541605	26.5313685	0.0202763	0.1034564
4855	33.3810437	30.3759686	22.1031623	21.7755477	16.6336757	19.9900836	20.0429355	32.0794303	20.8724115	13.7192587	14.4665243	8.6331927	29.9349841	29.3716440	22.4747034	19.8045016	15.8129826	10.5550699	17.1122215	14.7849374	29.3064741	27.7600971	24.2413325	16.6678184	24.5455428	10.7189887	15.4614953	13.0662905	26.5313685	0.0235107	0.1116048
4860	43.1202509	27.5249194	24.6823268	20.3215630	15.4718216	15.7799425	20.0429355	34.1950875	19.1813442	16.6407916	16.8369386	9.3644361	31.3745773	30.5704678	25.2566639	18.6249522	10.7787790	10.6381639	17.1122215	17.2932997	26.6662598	25.2139148	25.1982574	19.0832445	19.7049878	9.9417321	16.0291373	13.0662905	26.5313685	0.0220247	0.0766687
4865	43.1202509	24.5221258	20.6120514	20.2757562	13.9714576	20.1079391	19.9490148	34.5801208	22.4354987	17.5918306	14.5669306	9.3644361	32.8432174	30.1751889	19.3186006	17.9090872	8.6886253	7.6237267	12.3594376	17.2932997	28.9019082	28.7271402	25.1791683	13.9062455	19.9958683	7.2512203	18.2718764	11.1454793	16.6269372	0.0226781	0.0488729
4870	43.1202509	25.1268301	21.0343079	16.5564091	12.2873074	15.3745863	19.9490148	38.0034838	26.7286375	11.6141191	18.3910325	9.3403229	33.1170399	30.6707712	28.1835398	21.7593156	9.4309791	7.8584805	19.6953679	17.2283640	30.0066840	23.5066861	22.8781048	13.9062455	20.4967084	8.9191375	15.6314175	10.5269417	27.7970407	0.0208512	0.0430727
4875	35.2996377	25.5100923	24.0604994	22.9454614	11.5749370	17.1013791	17.7528955	34.3131985	22.9552853	13.6662285	12.7543542	10.5605864	33.3011816	31.0914700	29.6795917	23.3609639	10.2726232	9.2264566	22.1459705	17.2283640	30.0257452	29.7854972	19.3453954	16.6871586	20.6611296	9.8007153	15.2344855	13.8648295	20.6964933	0.0211939	0.0314855
4880	42.3369627	24.9968643	22.9945074	22.2995237	12.5866852	18.6464342	17.7528955	37.5769578	17.8679561	13.6662285	11.2034799	10.2827322	32.4526899	31.7502035	21.7687795	16.2853521	13.1070716	9.5342823	14.8842826	17.2283640	31.1686398	29.2007911	18.7656141	14.0172585	19.4667180	7.3067761	12.9317200	8.4420927	23.1006852	0.0216765	0.0446313
4885	42.3369627	30.1250566	22.1538758	20.8360381	17.7019497	14.0817996	21.8556690	35.2498892	20.8595894	11.5831619	13.0133817	9.6380981	34.0673886	33.3573396	29.3687123	20.6124628	11.5926685	9.6572917	18.5104795	19.5312874	31.9348140	31.7800174	27.1678184	13.9981563	20.3394911	7.3067761	16.7326390	10.8527495	20.9609052	0.0216765	0.0529886
4890	42.3369627	23.7160347	22.7420050	21.4272501	14.4596643	15.3289708	21.8556690	34.0305209	18.1099427	15.2862657	11.9437435	7.2546470	32.6522837	32.0891951	27.2204219	23.3320532	14.8516432	11.6016974	18.2859129	16.2543917	32.0501621	27.8758328	23.5718128	17.1481461	18.5297352	7.3067761	14.5844512	14.1318604	29.8036268	0.0216765	0.0555669
4895	43.3056060	28.4736863	22.4525539	19.3412971	14.4596643	15.0989709	21.8556690	37.5539045	24.3489854	16.2532162	15.6352086	5.8712464	35.5676827	31.7715800	29.7175305	20.6351395	9.0452992	7.4809695	18.2859129	17.8232084	30.8593554	27.8606626	22.8664581	14.8340550	23.7330800	10.8715593	14.3343567	11.9863334	22.2244366	0.0205358	0.0423461
4900	35.2555211	33.2854192	23.6243849	20.5892064	14.4596643	16.3244133	21.8556690	33.1856708	24.3489854	14.8258229	13.2008856	8.1006079	31.3648645	30.9338154	29.6153340	24.2336272	9.8462707	7.6654217	22.2506900	15.7671436	30.5805436	28.8746883	26.3609172	14.8340550	16.7227680	7.5309362	13.8701818	11.9863334	18.7518693	0.0235545	0.0387461
4905	40.2261983	24.6053461	23.3130333	21.6138792	17.7957751	13.6918143	16.5822614	37.2062353	20.7887977	15.7210279	13.2008856	8.1006079	33.0670174	32.7554708	24.6792523	22.4253606	8.4216360	7.6654217	19.3158479	15.9170389	32.2448163	27.5377029	22.7091674	14.8340550	21.2917354	10.0024705	11.6976914	10.3350931	21.7177505	0.0260722	0.0578702
4910	44.3630299	29.1093495	25.6024351	24.0657277	15.4285120	13.6918143	16.5345346	40.1126736	19.7823714	9.3895300	12.9083586	8.1006079	35.9044878	33.6970006	27.0189233	22.3388881	8.6148626	7.6654217	17.5147672	13.1503740	29.2588136	23.9900846	19.9803326	14.8340550	16.6827397	5.8766861	13.3717364	10.6566131	21.4869398	0.0260722	0.1014211
4915	40.2960519	29.8738521	26.6955661	22.5401460	15.4285120	12.8698577	20.0555399	37.3585306	21.5833350	15.3397980	12.7123331	8.2384833	36.5728299	28.8462329	24.6291934	24.0776372	11.6966742	10.6497171	18.8445117	15.0103461	28.2536759	23.4234141	20.7282669	14.7118572	17.0575210	6.0957955	13.5957412	10.6566131	23.7469632	0.0230790	0.0668994
4920	40.2960519	24.9996561	22.7834439	20.5331976	10.4042095	15.3724421	20.6393221	38.4404258	18.4759629	15.3397980	10.8535978	7.9814174	34.3786165	32.0546226	25.7179543	21.9506233	9.7203192	7.4819963	21.0062616	17.7904180	26.4338306	23.8988785	18.5523048	14.9901979	21.0425833	6.6160028	13.0983479	11.2021422	24.7768128	0.0230790	0.0833946
4925	39.1247332	31.4825638	21.9605152	19.0400308	12.3097750	17.0433871	20.6393221	38.7274219	18.4759629	15.3397980	12.6791217	5.9974715	35.8419973	30.8970589	25.0056099	21.5206646	11.9937871	8.0552572	19.9338274	16.7048821	26.0364823	25.2897160	22.0082652	14.3167671	18.4050536	6.0004108	16.3319129	12.8032305	21.8677461	0.0254703	0.0833946
4930	38.6250959	23.5383212	22.9158059	18.6125255	11.7813962	17.4896944	22.6389063	35.5145726	24.9356062	17.7346832	13.7852458	8.5400400	32.1196015	31.9060974	24.3741628	20.5955131	11.0584601	8.0523779	19.9338274	17.9827376	31.0264281	24.1673890	22.0082652	14.3167671	17.6228315	6.0004108	15.4204791	12.8032305	21.5832110	0.0254703	0.1198508
4935	41.2312071	38.6900941	25.0117465	21.8569810	14.2873732	14.9925676	16.6279656	35.6349035	20.1125104	12.6211849	10.5961528	8.2187855	35.2269475	34.2104628	26.7806974	21.4470661	11.0584601	6.5025063	18.0473256	13.1186325	34.0453299	27.7755386	23.8300648	15.2446698	18.3547696	8.3141500	14.9381428	8.4585722	21.5832110	0.0262745	0.0556730
4940	40.8915209	26.4629456	20.9070975	20.1349448	16.1577659	14.3127644	17.8521139	39.0257032	21.7479116	17.6725602	13.4845720	8.2187855	35.6442395	28.1543473	22.8888997	20.4641758	11.0584601	7.6338122	18.0473256	19.9117553	26.5999114	24.4675155	22.1529265	15.2446698	17.8773851	7.9445191	13.7766078	13.0047020	21.5832110	0.0299960	0.0891454
4945	42.8699067	30.1930678	23.2300025	18.2728453	9.4530030	15.0096298	20.6584503	35.4995858	22.6488549	17.3026795	13.4845720	8.6943178	31.7650378	31.6980161	28.4364429	24.1889028	11.0584601	8.8141253	23.0006701	17.6404968	30.7652249	29.9574259	23.7314485	13.0623407	15.1892000	10.5657983	15.0705466	12.8559757	25.6636403	0.0284758	0.0891454
4950	39.0133861	26.0683558	21.4470305	20.7806073	12.6307639	19.9494257	20.6584503	34.3276189	17.3546235	12.9646057	11.5366501	6.4479976	32.6895531	29.1622620	25.3157995	22.7615234	11.4870979	8.7082609	17.4996980	17.3011614	28.7718108	24.0995295	22.1950930	17.2374931	20.0421108	7.5573769	14.3042462	9.8738846	25.6636403	0.0284758	0.0986459
4955	38.9944056	30.5529436	23.7560053	22.9758408	12.6307639	13.9356964	20.6584503	36.0605688	24.1276235	16.1818653	12.0868148	8.7599935	32.9705720	31.3874001	24.0113038	20.5953321	11.1072352	8.7082609	13.3160895	17.3011614	26.7665651	26.3781840	22.3964698	16.6135149	20.7486102	6.8702921	15.3181852	11.9819471	25.6636403	0.0329834	0.0453351
4960	49.1128822	32.7570586	19.3727004	19.0573523	11.4219005	18.2490660	18.6272483	39.3966809	17.2488435	14.1423846	15.4432375	7.0649127	33.3237895	29.6165426	29.0482316	21.6307892	11.4529156	8.7082609	20.8740798	23.0165758	25.9987646	25.8982856	24.9510151	16.4666935	21.9804675	7.0665318	14.5032344	11.9819471	25.7387637	0.0329834	0.0473179
4965	38.3327637	26.8949598	26.5589088	21.4354284	17.2430981	18.2490660	22.6116418	36.1542492	28.3887765	14.1423846	12.6360211	7.0649127	34.3741017	33.0147111	28.9137398	21.2977096	13.3460287	7.7458194	19.0026828	15.6545400	27.4990369	26.1633573	20.7753278	16.9979254	16.7687756	7.7858924	14.7939650	14.2389128	21.4346728	0.0321320	0.0402999
4970	38.3327637	29.7996201	18.1926696	17.2956409	16.9358519	15.5093104	16.7689903	37.4551201	17.6613060	17.3647595	16.4987141	9.5131429	32.5914596	32.0724446	23.3013850	22.5186896	8.1993380	7.6812930	19.0026828	11.9937790	29.9967821	26.6558664	24.6761320	15.6703106	17.8382438	9.6528675	17.2148860	10.5455527	21.0756940	0.0310560	0.0258013
4975	38.0145661	22.3663567	21.3909926	21.3334874	11.1131839	16.4755955	16.7689903	33.7892944	21.1384475	18.3055198	13.3637466	6.5734704	31.4393439	30.0944430	24.3291172	20.6909286	10.4127436	7.6812930	18.2747266	17.9505786	29.9668391	28.0630339	24.5512312	16.3344465	21.5664916	7.7584211	12.5745950	11.8526493	29.7837552	0.0343897	0.0612809
4980	36.4948181	31.9206323	25.8820352	22.3066152	11.1131839	14.3820711	19.0875255	34.8679415	21.3259115	14.0856790	14.9153656	7.5886897	33.6273127	32.1641319	24.8584644	24.4185567	14.6190289	7.6812930	18.2747266	17.3437557	30.0334122	25.0800928	21.7738511	14.2101490	18.7240180	12.9394540	14.6805988	13.2133097	29.3123021	0.0336848	0.0293941
