Gen	t_n31	t_n32	t_n33	t_n34	t_n35	t_n36	t_n37	t_n38	t_n39	t_n40	t_n41	t_n42	t_n43	t_n44	t_n45	t_n46	t_n47	t_n48	t_n49	t_n50	t_n51	t_n52	t_n53	t_n54	t_n55	t_n56	t_n57	t_n58	t_n59	mu	sigma2
4320	48.3607623	26.2352684	22.2023259	16.8368664	12.8720940	16.7953818	17.8247695	33.3502480	21.6073366	14.7830572	11.3827828	8.3481429	32.3856239	31.8352044	21.9447603	17.5262268	10.3213373	8.7827730	14.9890562	12.9763839	30.3325404	27.2258636	25.3080544	18.5292759	17.0512797	6.1500644	15.2303998	11.4848606	29.7513173	0.0141187	0.1095853
4325	43.9542801	25.1402599	19.6173235	18.3870858	12.8720940	10.9886299	16.9069759	35.9245843	21.0135352	15.9420732	14.3423089	8.3481429	34.1578657	33.6290453	29.7090928	17.9317302	12.9980568	8.7827730	14.9890562	14.0653621	31.6500638	30.6470176	28.6640060	19.6257188	21.7562738	9.8623043	17.2053190	9.7482362	18.4448645	0.0128781	0.0405955
4330	41.1878504	21.4886023	19.7480883	18.8444210	13.0351981	15.4005597	14.4971074	40.8267706	21.0135352	19.0874032	14.3392218	7.6792879	36.2165608	31.3940106	20.8668236	17.3913992	10.4442088	8.7827730	14.9890562	14.2647439	27.2324289	24.0076755	19.6084367	15.1296747	17.8930782	6.3042264	11.4620233	9.7482362	21.0168585	0.0135428	0.0604439
4335	48.3981155	23.9845810	20.4539425	19.6369985	14.0982685	14.7012144	16.1932424	37.0536583	18.3161195	13.7654217	12.0075251	11.0358454	29.4291829	28.1217307	26.7687916	20.3102816	10.4442088	9.1564605	15.8255131	14.2647439	27.3363452	26.6302669	23.9162227	17.3881087	19.5331741	6.3042264	13.8525865	10.9910643	21.5257559	0.0132112	0.0311532
4340	37.4034068	27.5023360	19.7959515	17.5093324	15.6956907	12.0949590	17.9704751	36.5011615	25.0621714	13.7654217	14.4528343	8.7156735	34.7197445	28.0882277	27.7659755	22.8750069	9.5519260	9.1564605	15.6785647	14.2647439	25.6336913	25.2862846	23.6453694	18.6644857	16.3855107	5.7161665	13.0078507	11.8576964	23.6775593	0.0132112	0.0311532
4345	37.4034068	26.9211785	24.2471641	22.1310419	15.6956907	21.8458553	16.9070222	32.8934605	21.2438289	13.7654217	12.6576063	7.0604154	31.8831824	31.8340407	27.1487414	23.3902537	9.5519260	9.1564605	20.8457946	16.5084500	30.8713866	28.3196652	20.1238444	13.5878982	16.9103066	5.7161665	16.3239768	14.7570642	19.0530780	0.0131183	0.0228295
4350	44.8852050	31.5844785	20.9580662	17.5822239	9.8443790	16.7563680	17.3046050	38.5265414	16.6842364	10.2059497	11.8225187	6.6390255	36.8475447	36.2599133	24.8664800	21.2825003	9.5519260	8.1731339	18.6285660	16.5084500	30.6904920	28.3686185	28.3151555	13.5878982	21.5900657	7.6562537	15.2772236	10.8219023	26.9355447	0.0125283	0.1088146
4355	37.8834389	26.5672839	21.9982633	18.0395924	12.7978265	16.7563680	20.6838416	37.8453229	20.2049476	12.3747932	17.6558540	9.5470885	37.7500865	31.4912431	24.6172672	20.3292313	11.3744403	7.3215604	19.3080012	12.9221604	31.4739149	26.9511732	25.1080934	13.5878982	16.2264007	7.6562537	15.2682635	13.9773575	21.8028765	0.0116847	0.1088146
4360	41.3845705	24.2910865	22.2112570	17.5213673	12.7978265	14.9162911	20.6838416	36.5206536	20.5756661	12.3747932	12.6167608	7.0348415	36.1159663	35.5612399	23.8232077	21.4120343	10.4807762	8.3332531	19.3080012	16.5276376	34.8815159	30.8009645	21.9381385	14.9522484	16.5515923	7.6562537	14.0166721	13.9773575	28.8287281	0.0133277	0.0606738
4365	44.3206704	35.1222257	25.8121441	19.0040554	12.7978265	16.5390228	22.7665735	42.9296847	21.8961440	15.8626337	9.2144438	9.1019545	34.3896213	33.5926300	22.1933287	20.1823839	13.9604640	8.7043601	19.3080012	16.5276376	31.5369155	31.4736990	26.2137114	15.0432248	16.8674178	6.7777271	14.4381966	13.9773575	20.6592603	0.0145848	0.0571844
4370	40.7108479	29.1190861	25.8442335	18.4484055	15.9704990	15.6690227	16.4426709	35.8114649	21.9026324	13.6467019	11.3813326	7.3195740	32.5320197	32.3546962	27.3569182	21.9572490	9.7283312	6.5821890	19.6832718	18.0108817	30.1064492	28.2896305	22.8295218	15.0432248	18.7301731	9.7190241	16.1765644	13.9773575	20.0220434	0.0163063	0.0714479
4375	42.8178515	27.4162607	26.2940390	23.2147497	11.8533528	16.3610012	25.5850530	41.4636297	18.1921150	17.2042975	11.9348392	5.9536094	35.8804168	34.4494995	22.1778868	22.0410636	8.5508750	7.6624916	19.6832718	15.7963978	27.2343019	25.2972282	19.7367507	17.1326334	19.5886687	12.4289173	16.6890248	12.2748947	21.9434744	0.0151489	0.0922897
4380	37.7036991	29.7153719	25.5102649	23.2477539	19.6540638	16.3250203	16.6732796	37.0458007	25.0020909	17.2042975	10.2867216	8.3414930	36.0213277	35.5762932	28.4134321	26.8157739	10.1498922	7.6624916	18.6408428	15.7963978	32.5258799	26.9654215	23.1174741	17.1326334	20.9407882	8.3120082	16.1402245	13.0454057	27.5308824	0.0137620	0.1318539
4385	37.7036991	23.3137011	22.8569685	21.6078306	18.9926611	15.6744332	22.1160013	36.1004988	17.2874793	10.6861488	12.7015611	8.3414930	35.6777935	34.7063832	26.0807541	22.8949441	10.1498922	9.8635534	13.2471261	14.3527014	32.1791209	27.1805001	24.0317124	16.8716151	16.6611517	8.3120082	16.0020460	13.0575679	23.6360567	0.0129454	0.0935541
4390	37.7036991	30.3275811	25.0140464	23.2596519	14.1751238	17.2137955	24.2992713	35.7893940	16.8415350	14.0281284	11.6151736	7.4256797	33.8752035	32.2711674	24.0359340	20.3689133	14.0851344	9.1208661	18.2112342	21.2979295	30.3801525	27.4891698	18.8561192	16.4210759	20.1681535	5.2008582	15.1864851	12.7422482	20.4685544	0.0139369	0.0630849
4395	42.4545320	27.9864357	22.8548556	21.3390353	12.7018588	17.2137955	11.9671019	41.2124758	19.3840306	13.0290640	9.6514160	7.4099509	29.2468152	29.0192441	24.3177309	20.2192305	8.6071182	6.9889450	18.2112342	14.9085518	27.7584330	27.6143394	18.5929598	16.1587949	18.9080201	5.6068299	18.4908837	10.0317594	20.1579547	0.0141671	0.0412101
4400	46.4930739	27.6977938	24.8667263	19.3695955	13.9181990	15.9619286	20.8875841	41.7426145	21.8008543	13.4926272	14.9200431	7.6916182	36.2273825	33.1189874	27.7228817	18.6231991	9.4593503	7.6057990	18.1373317	15.1809786	28.1390861	27.3435660	26.4417176	17.9003262	17.8657618	5.0299484	15.1192546	14.0769661	24.4578123	0.0141671	0.0412101
4405	46.4930739	29.7746661	23.9156266	23.5095054	11.8973228	18.4312531	20.2474398	40.4828095	17.9076704	16.5219486	15.9092456	7.6916182	35.5822569	31.2748811	23.3059262	22.0265175	10.9223898	9.9130944	20.7849914	15.3297522	25.3828733	24.6330386	23.7772499	12.5848154	19.0000167	7.3203057	14.3801730	14.0769661	24.9775436	0.0141671	0.0482739
4410	45.1794574	27.7420400	24.2825535	21.6284018	12.6161952	21.2598661	20.5826351	38.0969593	21.7097977	14.1711297	10.9356647	7.6916182	33.7467152	31.3249720	25.5020419	23.5317523	11.0083549	9.6819025	17.7157585	14.3564444	30.0923566	29.2621746	25.6908296	20.5886977	16.1992573	9.9012051	15.2962038	14.0769661	22.8872170	0.0143181	0.0407632
4415	42.2827593	32.6179092	29.5663707	22.9001614	15.1266267	13.4001804	21.6280496	39.5409443	21.7097977	16.5480661	12.7790196	7.0837205	35.3010660	29.8445082	28.0578724	23.8418807	11.0083549	9.6819025	19.8591970	14.3564444	29.7257218	24.5724714	22.8071232	16.7117353	18.3781690	10.6995238	14.0667152	10.7248597	26.6297884	0.0146979	0.0255904
4420	35.2165075	33.2588959	28.8983211	20.5637202	18.1340013	14.2047528	19.4763352	34.6144790	18.5861185	11.5862722	10.5484428	9.5403313	34.3686671	33.7112771	22.9975476	18.8095763	10.4968488	9.6819025	15.1442114	15.0065403	28.5739633	24.5327069	20.8972165	13.4016265	20.1090905	6.0705544	13.3889437	12.3072758	25.1464215	0.0142183	0.0391602
4425	38.2850757	25.6554512	25.0967794	19.9927812	18.7070572	17.1001333	18.6126867	29.5207596	18.5861185	13.5404966	12.7221984	8.0941908	28.1826744	25.9939084	21.0042556	17.7210569	10.4968488	9.6819025	15.1442114	18.0085659	25.8203200	24.3255941	19.5217315	13.3686638	14.2485909	7.6966562	13.7459600	12.3072758	25.1464215	0.0129860	0.0229116
4430	36.5090981	30.5071848	23.7270051	22.0853276	10.2122285	13.3596142	18.6126867	31.8020545	16.3643919	13.5404966	11.3582575	9.2559708	27.5180278	27.0825274	24.7828020	19.7724180	9.6668250	7.9051490	16.1481994	14.4862289	26.7208597	25.6035342	22.1341047	10.9243754	21.7722979	7.9247267	14.4012586	12.3072758	25.1464215	0.0122688	0.0463663
4435	47.7009268	27.1019852	24.3526450	18.8099671	11.1412005	18.0000256	16.1405083	33.3378369	18.3719445	13.2191128	12.7056611	9.3508400	33.0376340	31.1255476	18.0100352	17.0038683	12.6112339	11.8022508	16.1481994	17.9641887	30.1888098	30.0755613	27.5861969	16.3987722	16.8809757	8.2561561	16.5261170	12.3072758	24.9072529	0.0121497	0.0310778
4440	49.4266501	25.9502970	24.3524088	19.0780581	11.1412005	18.0000256	18.8659533	37.1930099	29.6623969	16.4848002	10.9670291	7.6805926	33.4750103	31.9102875	22.0234978	19.1012959	9.8165356	7.1648084	16.1481994	15.1760613	28.3171449	25.5364012	21.2173928	19.1053042	19.8767996	8.2561561	13.2675804	9.6617239	21.6220655	0.0127939	0.0205156
4445	38.5077718	28.2480608	20.0491089	19.5708149	14.3007624	12.2609533	19.7791759	36.1150714	16.5132526	14.4291284	11.4098580	7.6805926	31.7474255	31.0688285	22.0672254	21.0095865	11.4851172	7.3873480	18.3465815	19.7704108	30.0894716	29.9174182	23.9356126	22.1446234	18.4233498	8.2561561	15.8737328	9.6617239	21.6220655	0.0133211	0.0341038
4450	38.5077718	27.6508866	22.1422866	19.7752095	15.5789547	15.4417999	19.7791759	35.7909244	21.2084583	19.0735289	11.2484766	8.1313352	32.3235162	32.3046539	24.0328153	19.5287427	11.4851172	8.8607489	14.7683445	13.7902588	31.4038484	27.8530457	23.1458890	12.9939963	15.9692652	8.2561561	13.1487474	10.3705760	22.2596645	0.0133211	0.0748478
4455	37.8294350	27.9301586	25.9949336	20.8592057	14.3826509	17.7885123	19.7791759	35.0482190	21.2084583	13.0252986	12.0059115	9.1201975	30.9601861	28.6004573	21.0676897	20.7440269	11.4851172	8.7630284	17.6674822	16.8234583	25.8675155	23.8908122	23.6950990	18.3300742	17.5673820	8.2561561	17.1524959	11.9250472	23.7831177	0.0128888	0.0695240
4460	35.2449143	32.5501265	24.7262722	19.3422417	14.3826509	14.6377282	22.5033090	34.5221783	24.0653163	15.5240020	16.5994484	9.7262328	34.5060018	31.1809639	26.8672747	19.6653402	12.0149050	6.3506897	13.7860260	19.5684341	27.8618579	27.3543117	21.5619166	13.8092018	21.3068556	9.5054867	16.7767449	14.2931081	25.4015792	0.0130137	0.1196302
4465	34.5674097	25.4825234	23.8493245	23.1018070	14.4921547	21.8862965	16.4452809	34.1902968	15.0595783	14.4597369	11.9233608	8.2655937	33.8913055	31.9517893	23.8973462	19.6653402	10.3435362	8.2299033	15.8646135	20.0523816	30.6156937	26.3603004	20.4226900	17.6299350	21.6854423	7.8084661	14.4710762	12.6311801	27.0419774	0.0142970	0.1397718
4470	34.5674097	30.1717508	24.2482339	21.0458227	16.1285301	19.1913675	17.3766496	32.8313904	20.7899466	15.0739612	19.1974049	8.2655937	31.5783960	27.1729287	21.7944799	21.1684828	13.2942859	8.2299033	19.5820011	13.7204299	26.7589941	26.2806797	24.1448261	16.3145899	22.3984220	5.8787784	16.9748596	13.2001710	21.4734396	0.0134852	0.1150629
4475	41.5148570	28.5901966	28.2439226	22.2602529	18.1635069	22.2556615	16.9203388	40.3991843	21.0351862	13.4169458	13.6931409	9.0807367	32.8885831	31.0230808	26.1663187	24.6411953	11.4855174	10.1538232	15.1086623	19.3711543	28.8536963	27.9677657	19.5525635	16.3145899	20.3772353	6.7295009	14.5950910	12.5608390	26.7008153	0.0128581	0.1615067
4480	49.6080579	29.9005578	26.8889791	21.9799177	12.6654842	13.1235743	21.9293196	35.1958720	19.0302775	13.4169458	11.6940762	7.8528706	33.9469234	30.8365015	23.7719418	23.6833352	11.4855174	10.2710002	13.2610991	17.5513153	28.9296406	27.9677657	18.7485050	9.4902879	18.3923754	10.1541175	12.5709915	10.3458778	26.6639569	0.0136668	0.2574834
4485	45.8027882	25.5260663	21.9149517	19.6604718	8.0586018	17.4788183	17.9776144	37.6764921	17.8596865	15.9769424	12.7857958	10.6335025	33.8304594	29.3209999	23.0540658	20.4401008	13.9971553	11.1799784	19.2110516	17.5513153	28.3207218	24.8248420	19.7586896	14.1611554	17.2862503	7.4699260	16.5952140	11.6863559	25.2656815	0.0127337	0.2574834
4490	45.9693539	24.2625164	22.9611139	22.5538341	19.8101862	17.1680239	21.6610835	40.5635341	22.4061795	13.5326426	14.8666381	8.2332804	34.9916956	32.7664439	26.7985919	16.8788214	14.3175256	8.1588421	16.8611405	17.1848777	27.6863086	23.5176661	19.0599984	17.7809410	16.5145940	7.4699260	15.7625092	12.7361906	23.4345460	0.0102256	0.3811156
4495	41.5612554	27.4637622	27.3301980	23.5408143	13.0025671	18.3161223	26.3184350	36.7883366	18.7183808	15.0373009	11.3307673	6.9869820	31.2398405	29.6332554	28.0127914	21.4669477	12.5401600	8.1588421	15.9140993	17.1848777	29.3101385	25.2027065	18.8680878	14.0513209	20.2418927	7.4699260	14.2492523	10.3522377	23.4345460	0.0112675	0.1727295
4500	44.0579414	28.8920884	22.6382414	19.1235535	14.0025131	18.5924396	18.0063299	35.1399112	18.6961083	13.4095503	12.5753321	11.5050272	32.3833991	30.2240779	27.8571925	19.8693454	9.8605606	7.2834939	17.6901955	16.1221603	26.6065088	24.2275683	21.5441331	18.7629278	22.9618724	7.4699260	13.4265854	12.1838799	23.4345460	0.0127568	0.1039620
4505	44.0579414	28.1751260	25.0948533	19.3050880	13.9335633	17.0364040	12.9675486	40.2358407	19.4459359	12.7217138	13.4501622	10.3099883	33.3385639	26.5762227	25.7213570	23.0877407	9.8229172	8.0594268	17.6901955	16.6432270	26.1367313	23.1414898	19.8109422	14.2059560	19.1572110	8.0862872	15.3448053	14.5516133	23.4345460	0.0144060	0.1577901
4510	42.2138224	23.6732299	21.0553429	20.5018970	13.1633702	17.0364040	19.1634595	38.0291897	19.4459359	12.7217138	10.1217015	9.2772076	35.8344433	31.6455396	29.5023131	27.9372781	9.8229172	8.4857594	21.9461356	14.9696644	30.2996899	26.8437031	17.8226918	14.1732357	16.9571761	6.1097754	16.0038798	10.9675791	23.4345460	0.0137318	0.1987502
4515	40.4505139	32.5686951	26.4229155	19.4897203	14.0349450	15.0619023	14.9671123	33.6765103	20.1009194	11.7928884	12.7664068	5.5326883	31.5297072	29.8875899	22.9769317	20.6189767	11.8267976	9.4603841	20.2136832	15.5908672	28.5326219	27.1869860	23.3533571	17.5048112	16.4911715	10.0287767	12.6003108	10.3352401	21.6960333	0.0159519	0.1507789
4520	46.8501370	24.7563548	22.2428274	21.8976129	15.6584095	16.7662646	21.1130982	37.0263224	20.7116941	18.4399483	14.3788146	8.7710343	33.4611467	33.2788515	25.7377967	24.8642396	10.3551199	9.4603841	16.6264095	11.1533709	30.3950088	27.5550217	23.3533571	16.9663786	21.4230412	6.7342708	17.8198214	15.5948777	21.6960333	0.0140127	0.1581701
4525	40.2504986	34.6801115	23.9896326	19.4583758	12.6857791	14.9616737	17.0455899	35.2189640	24.4692809	13.9655391	9.2675321	8.7710343	30.7936652	28.4880392	24.7082313	19.7212556	10.3551199	9.4603841	14.7219750	16.9895388	28.2352222	27.7361882	24.2430299	22.0262457	17.5621062	10.7363122	15.0851345	12.9892671	21.6960333	0.0136204	0.1663173
4530	40.2504986	32.2679979	25.1135125	20.3657749	12.6857791	17.2382820	15.9043197	39.5409496	16.5327443	15.1512099	12.1497484	8.5053190	39.1121237	32.2604505	22.8162699	21.3708403	10.3551199	6.4241387	15.8775896	20.5633990	28.8336412	25.8137624	24.4803518	17.3247640	19.1365724	7.1852985	15.9644105	11.8304002	23.9940847	0.0123791	0.2509319
4535	49.2277110	32.5197993	24.9078007	19.5271733	15.0920266	14.1420523	17.4691971	35.9176342	22.2627962	17.4010773	17.2758295	11.2510113	32.5125668	27.9381194	25.0708236	18.0403777	10.3551199	7.0914352	14.9433529	13.6289674	26.8457296	26.4905010	23.4629537	15.8529364	22.3837664	9.4026826	11.6597430	8.3096788	23.8192087	0.0107455	0.2320900
4540	49.2277110	31.9226021	23.5043428	22.4089138	12.7530310	18.6729842	19.5868733	37.2860759	21.5125458	16.6497271	13.7040187	7.7065899	31.9595246	31.2954056	24.6981919	16.2464246	12.3909018	9.6534040	15.8669867	19.3267564	30.0716372	27.3607250	27.2712586	15.7397797	19.9747160	8.3985434	13.7553426	12.9580684	29.4183080	0.0125306	0.2206897
4545	43.5193147	29.0809861	27.8617094	24.9595475	14.2340411	19.8922022	19.5868733	39.3625494	24.0947171	12.9056495	9.4544821	7.7065899	33.7340968	33.2478218	27.2190299	23.3294557	12.6546010	9.7601422	15.8669867	15.0299753	31.0104206	24.4972804	22.3476193	16.0561500	17.7270952	8.3985434	13.3960886	12.9580684	24.8382445	0.0102142	0.1437545
4550	43.5193147	30.5542750	22.6847187	19.5858337	11.0741181	15.8428560	20.4903641	35.5407861	18.6621973	16.3510349	12.7022401	9.2144440	34.3697698	32.1133847	22.1427364	20.4820009	12.0803839	7.9157526	19.0096241	15.0299753	29.5614068	28.9058131	20.4047670	16.9374920	16.2904074	8.3985434	13.2630078	10.4789972	23.3258789	0.0091706	0.1532830
4555	43.5193147	25.3597538	21.4835161	19.4316281	16.0543131	15.1437136	20.4963770	42.5985131	27.0630980	13.5754074	12.7022401	7.4750845	41.0487088	30.9535168	23.4771637	23.3641859	10.1772766	9.6604781	20.9191377	17.1337926	26.2775640	25.9796995	25.3183238	10.7272345	18.0781779	6.1996585	13.5226365	10.3393190	25.9183227	0.0097858	0.1323039
4560	36.3189367	31.1838556	23.6241965	18.1788328	16.0543131	13.1791233	20.4963770	36.1499316	20.8343879	15.6494643	12.7022401	7.7003934	31.5649400	31.3694848	24.5662389	19.5801597	10.7127899	8.2691862	18.6763062	13.8716441	29.3798929	27.1979330	21.8141073	21.7041055	18.8188547	7.7884443	13.8014455	12.9844396	21.4447517	0.0128878	0.1323039
4565	35.9961932	32.5343306	20.9563767	20.3320755	15.2768460	13.7384780	13.3118970	35.2572024	16.5756827	12.6311429	14.3569118	8.8133480	34.4184549	32.6426487	24.0209630	19.4352261	9.7702415	7.7141377	18.7131765	19.6503227	29.6397094	28.8365134	20.0847516	12.6275440	21.2325729	7.7884443	13.4409702	12.9844396	19.4159026	0.0153560	0.1980850
4570	41.7634527	27.2750323	20.7479061	17.4146255	15.2768460	15.4237308	20.2677390	35.2393756	22.4311002	13.6513550	11.0179487	8.8133480	32.3843630	31.9593827	23.9833715	21.0440037	9.7702415	9.2358256	18.7131765	19.6496535	27.9945145	25.9164489	22.7365873	18.9531046	17.2979464	5.5174370	15.1274725	12.9844396	22.3685369	0.0161805	0.1911767
4575	41.7634527	31.9059528	27.6514092	20.3313312	14.4700047	14.3423520	20.3486532	38.5368306	20.9243671	16.5421567	14.7167787	5.3897374	38.0806287	33.9980254	22.2280876	20.1963474	9.7702415	9.2358256	18.8309652	14.8672527	33.4382160	27.7236033	21.9428590	15.1540767	17.2979464	8.6352430	13.5290399	12.4928051	23.8564056	0.0141679	0.1911767
4580	40.7638549	30.3139204	26.9836155	20.3383132	13.2464276	18.6907342	20.4377500	38.0800185	21.3010338	12.8985154	11.7253397	7.8129878	31.9169821	30.2448872	25.7719803	18.9141038	9.7702415	9.2358256	18.8309652	14.8672527	29.9269467	23.2813473	21.5086205	13.8209591	19.1477380	8.6352430	13.6449282	12.4928051	23.9810595	0.0140899	0.2805380
4585	40.7638549	25.1437051	22.1943456	20.8114199	12.6022280	18.7123594	18.4633286	35.5402911	21.3010338	16.2926964	12.7347973	7.8129878	32.6854509	29.8771097	24.1326760	20.2584907	9.2468384	7.2611605	18.8309652	14.2208124	29.2663601	26.3535836	23.3121366	19.7394776	16.3209809	8.6352430	15.5567179	10.2631431	27.4136982	0.0164089	0.2164905
4590	44.6810127	31.4625758	21.7409583	17.3268988	14.2633265	15.7582309	18.7164901	39.0724542	19.2818896	14.3056936	16.6161282	7.8129878	31.9740921	31.4703700	21.6989240	20.9857852	9.9263495	8.5847408	19.4057102	17.6883881	26.1582556	26.0426964	23.8574481	19.7394776	19.2408970	5.8281202	16.6891644	13.8634291	20.9858508	0.0157379	0.2164905
4595	40.9710145	24.5519202	22.7157759	19.8943635	14.7789118	12.6530430	16.7971020	38.7263654	20.7654027	16.6145998	11.3464998	6.9316706	31.9082720	30.3452432	22.9422455	20.5836843	9.9263495	8.5847408	14.8335362	13.2745986	28.3867593	24.5167049	23.8719936	16.5385406	21.3686460	7.9998306	19.0081940	13.1293696	19.2069027	0.0132737	0.2889671
4600	45.7838764	27.1109277	25.7283982	20.1733887	12.7129407	19.0979105	22.1129178	37.9172272	23.3633621	12.1776942	11.5822945	6.4397135	31.8004220	29.8074929	27.4965683	21.0175752	9.9263495	8.1998204	18.5282797	12.5652154	26.7599702	25.0646619	21.7961868	13.9041795	18.4514667	7.9998306	15.7558271	13.1293696	24.9932171	0.0146351	0.2359868
4605	42.7494528	25.3369902	24.0094128	23.5409146	13.5865077	14.5382290	16.2057021	41.8672677	27.7110413	15.0810858	10.2788663	7.4205371	40.1690266	32.6611559	23.9635180	19.9732570	10.9218504	9.4401153	14.5685463	21.0768984	30.4417364	27.9592150	24.2057971	16.5158978	17.2895367	7.7055070	15.3007990	12.6514399	23.3971039	0.0143722	0.1356949
4610	46.7504513	27.6500018	27.0117049	21.5443957	14.5817926	16.8820983	16.9956014	38.0211899	19.4976732	14.1084590	11.6321761	8.1493928	35.3059421	30.4627297	26.9718115	19.8439424	14.3934790	11.2416526	14.5685463	15.8958304	29.2637498	27.8620908	23.3696421	15.1778725	18.6517576	7.7055070	16.3900422	12.7294603	24.4052836	0.0153321	0.1356949
4615	42.5470906	28.4913838	27.6912873	19.5005473	12.9859696	16.8820983	16.1013501	39.1679215	19.4976732	16.5308978	10.6636827	6.7370760	36.7095404	29.3382597	24.9600223	23.0479918	15.0687912	11.1142095	17.4402718	16.3374605	25.9093136	25.7044262	22.4062917	19.1205765	24.3055432	7.7055070	14.6382568	12.7294603	24.2276636	0.0134281	0.1978009
4620	42.5470906	25.1184040	21.0707123	19.2601315	14.2952330	16.8820983	19.1580033	38.1900224	19.4976732	14.9029544	12.8345338	5.7874914	32.6377209	31.3173640	25.5171811	21.5730834	12.3862778	8.0462549	19.4153192	13.4055612	27.5924197	27.2804964	19.0552252	13.7054587	19.2558576	7.7055070	16.4099953	12.9574191	24.6756597	0.0142032	0.1978009
4625	43.4848647	32.2792863	22.5348074	21.1095851	14.5459569	14.8829542	19.1580033	42.2840382	19.4976732	13.4497953	15.6377607	8.8495226	33.6761506	32.3045764	24.9062263	24.8159720	9.7051070	8.0462549	19.7553599	23.5981975	30.4972311	28.2332574	26.0807360	12.1244752	19.3522185	5.4348309	13.4752299	12.9574191	17.8226485	0.0126633	0.1529885
4630	37.2901123	27.9118059	24.9187568	22.9655499	13.6217353	17.1295169	20.9865275	36.3477306	21.5805443	13.7370250	10.5913693	8.8369222	33.0550786	31.6239401	24.2942643	22.0205479	9.7051070	8.4607517	19.7553599	14.7788338	29.5040113	26.9843603	25.0842144	12.1244752	14.9164814	7.9704063	14.4899506	12.2245100	20.9843693	0.0126633	0.1412852
4635	39.4482767	34.4995142	26.6912117	20.1208113	11.8110963	16.8045117	23.6897088	38.0345693	21.5517799	17.9948961	12.8305181	8.7533091	33.3620891	31.9938326	25.6434026	22.7303048	10.5478047	9.9863586	14.5992714	18.5399975	29.8198324	28.2696187	27.6087803	13.1056875	18.1611366	8.2121818	14.9671325	9.2344088	27.2420282	0.0132199	0.1580828
4640	42.6997908	31.8781908	26.8486835	22.1802871	14.7382504	16.8045117	24.8135710	38.6313045	16.3065063	11.7469420	10.8001531	9.6482202	35.4248594	34.8883030	29.9199264	25.4422249	10.5478047	8.1293499	15.4566080	18.5399975	31.5601790	29.2474101	24.3407175	21.1058096	18.9235412	7.2542433	12.4921215	10.4768245	31.2534008	0.0132778	0.1473148
4645	44.9620605	27.0967028	25.9725438	21.2049302	15.2344024	16.8045117	24.1774952	39.8738887	16.1316679	11.7469420	13.6533407	7.9117983	36.3767884	34.7209328	25.1254447	24.6362403	10.5478047	6.8758545	16.3961354	17.1765146	32.7539245	30.1040627	23.4408851	18.3087311	21.6965327	7.2542433	16.7125424	10.4768245	25.1126113	0.0130971	0.0962586
4650	41.2639108	31.0271272	23.0340618	21.2193608	14.0099065	17.7327310	16.0748900	36.9099239	26.0430691	11.7469420	13.7856255	10.0611074	33.0447777	31.3691419	26.0668326	23.8515959	12.4592079	9.1148598	15.9504660	18.9611187	29.1808587	26.9921493	21.2762459	11.2952412	20.3101419	9.5157911	12.7498845	10.4768245	27.4948565	0.0142931	0.1141352
4655	37.2591290	28.9363471	20.7711122	20.0708826	14.0099065	17.7327310	17.4296815	36.7042894	17.0131252	15.3235040	11.3338722	8.5627319	34.6721034	30.5891452	22.6238449	22.0533737	12.0501095	9.1148598	19.6926643	18.9611187	29.1610502	26.2988208	22.3521416	11.9201165	18.8403873	9.5157911	18.3312948	10.5078195	23.6317893	0.0148641	0.0861038
4660	37.2591290	31.6398502	27.0121941	25.6579312	14.1713788	15.1790757	17.3005717	34.5629305	21.7282046	12.6909897	10.2134483	7.8056898	34.0518940	32.4550848	24.4086498	20.5973231	11.7240596	9.9288343	18.2813735	14.2664430	31.4638950	24.2835915	23.3119702	20.9203700	19.5847524	6.5892299	14.7144275	11.3400106	28.4260478	0.0148641	0.0592719
4665	37.2591290	25.9761955	23.9119145	23.8350009	15.3017905	15.1790757	15.3006097	35.4822027	22.9383315	14.9432755	11.9673064	6.0460837	34.4535481	29.4145202	27.7642774	21.9883136	11.7240596	10.3156970	19.6519421	14.2664430	28.3636827	28.0796948	25.6402509	18.0851113	22.9154173	9.4080485	16.8817027	11.7621001	22.8593625	0.0131359	0.0285392
4670	37.2591290	25.8422402	22.9999511	18.9109423	13.2854498	13.7314680	21.1862546	35.6774794	18.0606044	13.6378883	11.7939680	9.0493883	34.4684082	26.8255697	23.1876068	21.5859289	12.4064996	10.3156970	15.8911728	19.2569782	25.7171633	25.4362813	21.7629302	13.9177822	23.6154533	6.9884054	14.0907146	12.2584421	22.8593625	0.0121720	0.0557619
4675	36.8721642	24.8153149	24.1386503	23.3797683	13.7305419	23.1865997	18.8084962	32.6311567	20.6124863	15.8355312	15.9044819	9.0493883	31.3235940	30.5120815	27.7645595	24.3965528	12.4064996	7.8706143	24.2209305	19.2569782	29.7688393	27.1438627	23.3086996	13.9177822	26.2025246	6.9884054	17.0078360	10.5453977	26.9585521	0.0125326	0.0280002
4680	38.7244606	28.2630334	21.8500616	19.6814749	10.9583445	13.2498896	16.6978337	34.1974023	22.4535283	12.8953714	12.0918470	7.2099214	30.9161229	30.0269994	25.9563341	17.7598963	13.1561756	8.6562469	14.8810455	20.0880665	29.6602179	27.3589082	26.5283941	12.1544959	19.5413068	6.9884054	14.2802871	13.6051600	27.0868078	0.0118746	0.0674701
